2.474053 0.928631 7.559743  0.310262 0.413621
156.179291 -10.261533 124.761757  32.589890 33.106800
152.269821 -10.554577 124.497795  32.589890 33.106800
162.421021 -13.490827 131.974457  30.106560 30.726980 31.244240 31.661730 32.176640 32.589890 33.106800
154.715942 -14.436722 129.346954  32.589890 33.106800
157.408218 -11.182369 116.523064  32.176640 32.589890 33.106800
157.314026 -11.030254 116.691162  32.589890 33.106800
155.511673 -12.108818 131.624847  32.589890 33.106800
154.808426 -11.068908 130.023590  32.589890 33.106800
156.691360 -12.414731 129.470825  31.661730 32.176640 32.589890 33.106800
153.738831 -11.560900 131.335083  32.176640 32.589890 33.106800
178.174088 -17.941326 129.454315  32.176640 32.589890 33.106800
163.604263 -12.099543 134.544327  28.866830 31.244240 31.661730 32.176640 32.589890 33.106800
156.155746 -10.261693 124.718376  32.589890 33.106800
153.716217 -13.990685 130.002533  32.176640 32.589890 33.106800
153.135117 -12.960511 131.037308  32.589890 33.106800
151.740494 -11.045387 128.924835  32.589890 33.106800
150.652924 -10.625291 128.133987  32.176640 32.589890 33.106800
164.260834 -10.711197 125.693443  32.176640 32.589890 33.106800
155.076019 -11.502354 129.903442  28.037820 28.866830 29.279330 30.106560 30.726980 31.244240 32.176640 32.589890 33.106800
155.174210 -13.248325 129.856094  32.589890 33.106800
152.229660 -10.553792 124.402679  32.589890 33.106800
157.942291 -14.264271 128.447968  32.589890 33.106800
157.528473 -10.794542 116.565773  32.589890 33.106800
156.871490 -10.921629 117.155167  31.244240 31.661730 32.176640 32.589890 33.106800
156.891678 -10.670194 117.536743  32.589890 33.106800
153.723404 -11.567266 131.311295  32.176640 32.589890 33.106800
156.089706 -13.550691 129.437790  30.726980 31.661730 32.176640 32.589890 33.106800
157.475571 -11.406506 131.224411  32.176640 32.589890 33.106800
197.733932 -21.225197 150.217819  30.726980 31.244240 31.661730 32.176640 32.589890 33.106800
156.881958 -10.069092 120.025795  31.661730 32.176640 32.589890 33.106800
157.352890 -10.597251 116.407310  32.176640 33.106800
157.982361 -10.352756 114.821556  32.589890 33.106800
156.293900 -10.251607 124.917763  32.589890 33.106800
156.992966 -10.117514 121.526253  31.244240 32.176640 33.106800
160.082443 -12.084026 129.797409  30.726980 31.244240 32.176640 33.106800
159.752747 -14.181753 127.590034  32.176640 32.589890 33.106800
157.459930 -10.591766 116.469521  31.661730 32.176640 32.589890 33.106800
157.190720 -10.665841 116.909050  32.176640 32.589890 33.106800
165.371933 -11.861130 138.599136  31.244240 31.661730 32.176640 32.589890 33.106800
153.749649 -10.675310 125.787415  32.589890 33.106800
155.998886 -11.139213 130.887100  31.244240 31.661730 32.589890 33.106800
154.777756 -11.118495 130.091278  31.661730 32.176640 32.589890 33.106800
158.933319 -11.760690 119.383698  32.176640 32.589890 33.106800
152.926376 -12.901572 130.337677  32.589890 33.106800
154.814880 -13.195271 130.062546  31.661730 32.589890 33.106800
155.246735 -14.086906 128.693817  32.589890 33.106800
195.275940 -22.945198 149.177353  31.244240 33.106800
157.441086 -10.790193 116.526344  32.589890 33.106800
157.495087 -11.185734 116.581207  32.176640 32.589890 33.106800
179.083023 -14.330586 147.163528  27.107250 27.417420 28.866830 29.279330 30.106560 30.726980 31.244240 31.661730 33.106800
151.723724 -11.008743 128.812256  32.176640 32.589890 33.106800
153.755615 -11.106223 130.312729  32.176640 32.589890 33.106800
156.060440 -12.010389 130.696243  32.176640 32.589890 33.106800
156.135742 -13.562662 129.484406  31.661730 32.176640 32.589890 33.106800
156.784515 -14.184312 128.562714  30.726980 31.661730 32.176640 33.106800
153.707184 -11.621470 131.408890  32.589890 33.106800
156.773407 -12.793336 129.235977  30.726980 32.176640 32.589890 33.106800
156.851929 -10.901451 117.139076  31.244240 31.661730 32.176640 32.589890 33.106800
156.929855 -10.676260 117.565979  32.589890 33.106800
156.775085 -11.110615 116.933365  32.589890 33.106800
151.256042 -11.713444 128.288193  32.589890 33.106800
161.306778 -10.735085 128.399490  32.176640 32.589890 33.106800
156.505386 -10.071684 119.744873  32.176640 32.589890 33.106800
161.563766 -11.240837 135.488724  34.244700 34.451590
162.882416 -11.377380 121.725342  34.244700 34.451590
168.999344 -10.829491 126.906189  34.244700 34.451590
161.258743 -10.661019 127.557983  34.244700 34.451590
161.643311 -10.633432 127.593941  34.244700 34.451590
162.252914 -10.642201 128.226547  34.244700 34.451590
163.725266 -11.562159 121.632187  34.244700 34.451590
162.525650 -11.321262 122.047684  34.244700 34.451590
161.261429 -10.657488 127.547974  34.244700 34.451590
161.634552 -10.638835 127.589684  34.244700 34.451590
161.292023 -13.116286 130.217941  34.244700 34.451590
161.126617 -13.173463 130.537842  34.244700 34.451590
162.618454 -11.103408 122.178741  34.244700 34.451590
165.556549 -10.763699 127.851135  34.244700 34.451590
168.290268 -13.737154 122.132706  34.244700 34.451590
161.739624 -10.616843 127.745804  34.244700 34.451590
168.587296 -10.850028 126.707390  34.244700 34.451590
170.374832 -10.882286 127.682350  34.244700 34.451590
160.395004 -13.091209 130.294312  34.244700 34.451590
163.767395 -11.541957 121.589912  34.244700 34.451590
161.567764 -10.766330 129.856369  34.244700 34.451590
162.953354 -11.502328 121.998199  34.244700 34.451590
160.860947 -13.407028 130.571381  34.244700 34.451590
162.298279 -10.693782 129.579285  34.244700 34.451590
162.873596 -11.503626 121.985832  34.244700 34.451590
161.836411 -10.689997 127.639809  34.244700 34.451590
162.920090 -11.258606 121.513832  34.244700 34.451590
163.759369 -11.547790 121.579727  34.244700 34.451590
160.553101 -13.304477 130.317322  34.244700 34.451590
181.531647 -16.768585 125.323128  34.244700 34.451590
162.861343 -11.425825 122.504875  34.244700 34.451590
170.040298 -10.955773 127.458191  34.244700 34.451590
161.378586 -11.014305 133.276917  34.244700 34.451590
160.805344 -13.382703 130.458054  34.244700 34.451590
162.189407 -10.728673 129.410904  34.244700 34.451590
155.784927 -12.161851 130.690323  32.176640 32.589890
154.672989 -11.266762 130.662689  32.176640 32.589890
153.829346 -10.798194 125.786324  32.176640 32.589890
177.480164 -16.461077 143.625412  29.279330 30.106560 30.726980 31.244240 31.661730 32.176640 32.589890
156.381744 -15.773230 127.371635  32.176640 32.589890
157.559479 -10.149109 113.336891  32.176640 32.589890
165.188828 -15.389410 113.980766  32.176640 32.589890
146.560913 -12.067165 119.660637  32.176640 32.589890
159.050552 -15.008657 128.401611  31.244240 31.661730 32.176640 32.589890
157.336044 -12.365915 128.682999  32.176640 32.589890
157.711426 -10.855319 113.203033  31.661730 32.176640 32.589890
153.102951 -9.645844 112.774895  32.176640 32.589890
161.256607 -13.081893 112.533546  32.176640 32.589890
152.463989 -9.671749 115.729736  32.176640 32.589890
186.702316 -23.909483 149.956024  28.451340 28.866830 30.106560 31.244240 31.661730 32.589890
151.994690 -10.557964 123.929428  32.176640 32.589890
153.722534 -12.664198 130.573380  32.176640 32.589890
150.768463 -10.887330 128.209686  32.176640 32.589890
160.037720 -15.954465 130.037506  32.176640 32.589890
155.754639 -9.881008 114.036736  32.176640 32.589890
157.493866 -11.835282 113.965630  31.661730 32.176640 32.589890
154.399002 -9.713673 114.278320  32.176640 32.589890
153.322998 -9.710752 115.768349  32.176640 32.589890
150.339066 -9.547975 116.220078  32.176640 32.589890
161.714539 -11.334620 136.676498  31.244240 31.661730 32.176640 32.589890
149.199890 -9.559250 117.331497  32.176640 32.589890
156.433914 -15.264645 128.771088  31.661730 32.176640 32.589890
153.732071 -12.663445 130.620285  32.176640 32.589890
156.636246 -14.070305 128.238861  31.661730 32.176640 32.589890
149.292664 -10.273606 121.206902  32.176640 32.589890
147.801987 -12.354524 120.428055  32.176640 32.589890
157.629242 -10.844223 113.160065  32.176640 32.589890
156.235825 -12.694788 128.162872  32.176640 32.589890
157.463562 -11.826582 113.149689  30.726980 31.244240 31.661730 32.589890
164.966049 -15.287355 113.949249  32.176640 32.589890
149.243744 -9.824677 118.203712  32.176640 32.589890
157.013504 -10.150972 113.207542  32.176640 32.589890
152.246368 -9.618786 114.903008  32.176640 32.589890
188.500977 -21.934486 131.099365  31.244240 32.176640 32.589890
149.341949 -9.699941 117.800484  32.176640 32.589890
150.941101 -9.676130 119.019737  31.661730 32.176640 32.589890
154.460541 -9.711946 114.333740  31.661730 32.176640 32.589890
157.116379 -10.042801 116.472900  32.176640 32.589890
154.246277 -12.380242 131.778137  31.244240 31.661730 32.176640 32.589890
156.748047 -14.168410 129.311508  30.726980 31.244240 32.589890
156.329758 -15.230851 128.616257  31.661730 32.589890
157.618805 -16.005013 128.512207  31.244240 32.176640 32.589890
158.719986 -10.314664 112.144913  31.661730 32.176640 32.589890
157.593323 -10.134310 113.353714  30.726980 31.244240 31.661730 32.176640 32.589890
151.885391 -9.633414 115.947464  31.244240 32.176640 32.589890
149.207062 -9.707296 117.602715  32.176640 32.589890
190.080765 -20.784033 132.459564  30.726980 31.244240 32.176640 32.589890
188.331970 -21.903433 131.004486  31.244240 32.176640 32.589890
157.898972 -9.999043 116.899162  31.661730 32.176640 32.589890
156.016556 -15.136013 128.140335  31.661730 32.589890
154.241821 -12.377187 131.774673  31.661730 32.176640 32.589890
155.939148 -9.881088 114.151657  31.661730 32.176640 32.589890
158.705322 -10.302361 112.138519  31.661730 32.176640 32.589890
152.120377 -9.968495 120.572800  31.244240 31.661730 32.176640 32.589890
149.564133 -9.699917 118.460190  32.176640 32.589890
156.108078 -10.014360 113.464012  31.244240 31.661730 32.176640 32.589890
188.568954 -20.472582 131.777161  31.244240 31.661730 32.176640 32.589890
163.168869 -10.873338 123.043129  31.661730 32.176640 32.589890
183.512772 -23.143930 148.655777  30.106560 30.726980 31.244240 31.661730 32.176640 32.589890
148.954987 -12.742926 121.423996  32.176640 32.589890
150.604202 -10.611835 127.893188  32.176640 32.589890
154.649384 -11.964161 130.370010  32.176640 32.589890
147.735077 -12.314943 120.179375  32.176640 32.589890
193.816437 -23.447952 150.106857  31.244240 31.661730 32.176640 32.589890
156.479904 -14.070330 128.791962  30.726980 32.589890
153.387985 -12.576452 129.902161  32.176640 32.589890
154.734528 -9.693991 114.523178  31.661730 32.176640 32.589890
156.864334 -10.894677 117.152550  32.176640 32.589890
149.496872 -10.127133 122.021545  32.176640 32.589890
156.434555 -10.076859 119.613770  31.661730 32.176640 32.589890
157.444397 -11.165475 116.600304  32.176640 32.589890
157.124969 -10.146415 113.262329  32.176640 32.589890
163.158768 -12.107287 133.836044  32.176640 32.589890
147.999435 -10.704812 122.967476  32.176640 32.589890
157.341721 -10.594514 116.510422  31.244240 31.661730 32.176640 32.589890
157.370895 -11.173156 116.548187  31.661730 32.176640 32.589890
157.870239 -10.131126 123.785225  31.661730 32.176640 32.589890
147.425034 -12.442842 120.537354  32.176640 32.589890
155.158478 -13.340365 130.885208  31.244240 32.176640 32.589890
165.532181 -14.756090 114.106644  32.176640 32.589890
186.022125 -21.675867 143.815598  27.417420 28.037820 27.727690 28.451340 29.279330 30.106560 31.661730 32.176640 32.589890
148.383240 -12.834210 121.139847  32.176640 32.589890
147.796967 -12.524070 120.628403  32.176640 32.589890
153.141022 -12.128284 129.972229  31.661730 32.176640 32.589890
153.153549 -12.502746 129.343903  32.176640 32.589890
152.462524 -11.275376 130.205124  32.176640 32.589890
157.813690 -12.940982 130.776215  32.176640 32.589890
157.620773 -13.497389 129.619568  29.279330 31.244240 31.661730 32.176640 32.589890
153.611099 -10.922410 128.654953  31.244240 31.661730 32.176640 32.589890
150.931061 -9.672457 118.989159  30.106560 31.244240 31.661730 32.176640 32.589890
156.979370 -10.129113 119.958839  30.726980 31.244240 31.661730 32.176640 32.589890
157.507874 -10.136294 113.367966  30.726980 31.661730 32.176640 32.589890
188.725311 -24.703238 155.916122  30.106560 31.244240 31.661730 32.176640
145.772903 -10.818398 118.607193  31.661730 32.176640
149.526672 -13.923441 121.158096  31.661730 32.176640
158.504028 -15.912665 128.587326  31.661730 32.176640
147.020447 -9.600312 116.092911  31.661730 32.176640
157.237152 -15.891752 128.085022  31.661730 32.176640
149.215942 -9.547690 117.370689  31.661730 32.176640
143.966919 -10.160894 117.085938  31.661730 32.176640
146.104660 -10.947274 118.864311  31.661730 32.176640
159.471069 -15.128792 128.978806  30.726980 31.244240 31.661730 32.176640
145.171021 -10.770768 118.093910  31.244240 31.661730 32.176640
156.672043 -10.058520 113.866470  31.661730 32.176640
148.008377 -9.311590 112.507782  31.661730 32.176640
148.305542 -9.392718 113.215683  31.661730 32.176640
151.847412 -9.577937 114.928856  31.661730 32.176640
149.288940 -9.694839 117.704544  31.661730 32.176640
189.148148 -26.768744 159.615768  29.279330 30.106560 31.244240 32.176640
143.979263 -10.167054 117.139786  31.661730 32.176640
146.020935 -11.496310 119.011833  31.661730 32.176640
146.356476 -10.464467 119.727135  31.661730 32.176640
157.841751 -9.973155 114.413002  31.661730 32.176640
149.140259 -9.396269 113.609146  31.661730 32.176640
148.362335 -9.370101 113.289474  31.661730 32.176640
151.732346 -9.605039 114.815567  31.661730 32.176640
145.553955 -9.609262 116.939842  31.661730 32.176640
157.629807 -11.845425 114.038788  31.244240 31.661730 32.176640
144.684158 -11.949064 117.415169  31.244240 31.661730 32.176640
146.099426 -10.960095 118.857712  31.661730 32.176640
143.508743 -11.566031 116.695107  31.244240 31.661730 32.176640
143.513351 -9.794033 116.958504  31.244240 31.661730 32.176640
144.837692 -9.995752 118.169060  31.661730 32.176640
144.631439 -9.947783 118.117325  30.726980 31.244240 31.661730 32.176640
146.071701 -10.958495 118.834068  31.661730 32.176640
145.185776 -10.771626 118.096191  31.661730 32.176640
156.760269 -9.953575 113.729141  31.661730 32.176640
155.989716 -9.891522 114.254669  31.661730 32.176640
148.375732 -9.384924 113.301033  31.661730 32.176640
151.966766 -9.644222 116.004036  31.244240 31.661730 32.176640
145.452759 -9.404208 115.141075  31.661730 32.176640
149.257278 -9.550026 117.430855  30.726980 31.244240 31.661730 32.176640
145.490128 -12.180694 117.687340  31.661730 32.176640
156.690155 -11.084185 131.529846  31.244240 31.661730 32.176640
144.817047 -9.977313 118.063576  31.661730 32.176640
146.854904 -9.314393 114.834152  31.244240 31.661730 32.176640
148.384506 -9.754999 116.584915  31.244240 31.661730 32.176640
145.719467 -11.568299 118.761871  31.244240 32.176640
144.688309 -11.942204 117.440582  31.661730 32.176640
144.767105 -11.220125 117.603745  31.661730 32.176640
144.000031 -10.143837 117.161880  31.661730 32.176640
156.704102 -11.826389 128.077118  30.726980 31.244240 31.661730 32.176640
144.810883 -10.001540 118.089470  31.244240 31.661730 32.176640
145.011902 -10.566047 118.468559  31.661730 32.176640
146.329758 -10.456196 119.634224  31.661730 32.176640
145.196213 -10.755953 118.122398  31.661730 32.176640
145.477875 -12.192268 117.637344  31.244240 31.661730 32.176640
150.913879 -9.567898 116.836670  30.726980 31.244240 31.661730 32.176640
151.629532 -9.602894 114.722961  31.244240 31.661730 32.176640
156.629532 -10.113898 119.696686  31.244240 31.661730 32.176640
157.285248 -11.823404 113.851982  31.244240 31.661730 32.176640
156.548172 -11.179015 131.204666  27.417420 27.727690 28.451340 28.866830 30.726980 31.244240 32.176640
143.856354 -10.835242 116.915871  31.244240 31.661730 32.176640
147.242859 -9.518666 116.102295  31.244240 31.661730 32.176640
147.285858 -9.663340 115.577858  31.244240 32.176640
144.631104 -9.967052 118.112747  30.726980 31.244240 31.661730 32.176640
158.189514 -15.001200 129.062302  31.244240 31.661730 32.176640
188.070160 -20.799160 149.055679  31.244240 31.661730 32.176640
145.037048 -10.082861 117.802155  30.726980 31.244240 31.661730 32.176640
156.978577 -9.901350 116.348969  31.661730 32.176640
156.824539 -11.108083 116.248260  31.661730 32.176640
146.212677 -11.196363 119.047981  31.661730 32.176640
145.951279 -11.479367 118.839142  31.244240 31.661730 32.176640
145.747879 -11.572213 118.829971  31.244240 32.176640
155.101639 -13.285645 130.684784  31.661730 32.176640
155.442413 -14.957369 128.635361  31.244240 31.661730 32.176640
146.496506 -10.233012 120.171593  31.661730 32.176640
146.311081 -10.456102 119.571632  31.661730 32.176640
145.206696 -10.767670 118.169785  31.661730 32.176640
145.474182 -12.182390 117.631371  31.661730 32.176640
149.287567 -9.568315 117.466805  30.726980 31.244240 32.176640
152.583008 -9.666990 115.716225  31.244240 31.661730 32.176640
143.122070 -10.904079 116.228859  31.244240 31.661730
158.858032 -10.693629 119.564522  31.244240 31.661730
145.405258 -9.227264 113.477028  31.244240 31.661730
145.774719 -9.206457 111.707901  31.244240 31.661730
144.612091 -12.818718 115.100250  31.244240 31.661730
144.860779 -11.240928 117.841118  31.244240 31.661730
143.073135 -12.523313 115.969048  31.244240 31.661730
143.599258 -13.080009 115.283005  31.244240 31.661730
144.148544 -10.142643 117.466896  31.244240 31.661730
145.031982 -10.559857 118.480141  31.244240 31.661730
149.855576 -10.312943 106.733528  31.244240 31.661730
145.192520 -9.062724 109.033669  31.244240 31.661730
144.977936 -9.980544 118.526375  31.244240 31.661730
142.631485 -9.193612 112.024429  31.244240 31.661730
146.155090 -10.953093 118.991478  31.244240 31.661730
144.773193 -11.221442 117.627411  31.244240 31.661730
142.626892 -10.318470 116.333801  31.244240 31.661730
143.456955 -10.267901 116.679070  31.244240 31.661730
141.283951 -10.044473 114.802437  31.244240 31.661730
143.880951 -12.152850 116.604752  31.244240 31.661730
143.097260 -12.551101 116.065063  30.726980 31.244240 31.661730
143.673828 -13.140347 115.491882  30.726980 31.244240 31.661730
142.105469 -11.117938 115.240807  31.244240 31.661730
157.181229 -10.141940 113.165680  30.726980 31.661730
142.838684 -10.223205 116.266052  31.244240 31.661730
140.389175 -11.330606 111.408623  31.244240 31.661730
145.185349 -10.091578 118.161392  31.244240 31.661730
143.083725 -10.899719 116.203690  30.726980 31.244240 31.661730
143.514420 -11.433424 116.800003  31.244240 31.661730
143.054596 -11.699965 116.317039  31.244240 31.661730
149.781815 -10.314538 106.717880  31.244240 31.661730
150.414917 -9.576362 112.500771  31.244240 31.661730
145.123459 -9.162991 109.884689  31.244240 31.661730
149.351303 -9.570539 117.508377  29.279330 30.106560 30.726980 31.244240 31.661730
184.178406 -22.926426 151.623016  28.866830 29.279330 31.661730
142.611359 -9.567031 115.630829  30.726980 31.244240 31.661730
140.218292 -10.220549 113.597031  30.726980 31.244240 31.661730
143.866302 -12.144027 116.537270  31.244240 31.661730
142.555801 -11.311434 115.867249  31.244240 31.661730
143.354187 -10.981145 116.105797  31.244240 31.661730
143.075134 -10.910089 116.182114  31.244240 31.661730
142.902008 -11.210147 116.107773  30.726980 31.244240 31.661730
145.775787 -9.222865 111.159798  31.244240 31.661730
157.461456 -11.811273 113.208984  30.726980 31.244240 31.661730
157.223175 -10.119411 120.201309  30.726980 31.244240 31.661730
143.040024 -12.504661 115.885948  31.244240 31.661730
145.804016 -9.462898 114.466408  30.106560 30.726980 31.244240 31.661730
150.942841 -9.503486 112.959152  30.726980 31.244240 31.661730
147.616241 -13.709236 118.308632  31.244240 31.661730
184.009964 -26.093712 155.232269  30.106560 30.726980 31.244240 31.661730
142.307053 -10.021919 114.598770  31.244240 31.661730
142.109711 -11.130567 115.282532  31.244240 31.661730
143.487030 -10.284924 116.777908  31.244240 31.661730
144.926910 -10.092496 117.527992  31.244240 31.661730
144.076660 -9.320581 113.068710  31.244240 31.661730
140.995422 -9.779668 115.018204  31.244240 31.661730
143.101456 -12.552696 116.106407  31.244240 31.661730
141.277710 -10.037154 114.813293  31.244240 31.661730
142.126816 -11.795791 115.308037  31.244240 31.661730
142.614029 -9.548958 115.770424  31.244240 31.661730
233.663818 -27.858130 170.840271  28.866830 29.279330 31.244240 31.661730
150.759125 -9.508878 112.795792  30.726980 31.244240 31.661730
168.794495 -16.329721 118.013985  30.726980 31.244240 31.661730
145.492676 -12.176298 117.683044  31.244240 31.661730
143.380264 -9.241540 112.659531  31.244240 31.661730
142.617691 -9.193815 112.039185  31.244240 31.661730
147.283066 -13.560721 117.654533  31.244240 31.661730
141.962631 -10.081176 115.294685  31.244240 31.661730
157.283493 -13.463717 129.219177  30.106560 30.726980 31.244240 31.661730
142.114609 -11.130097 115.304863  31.244240 31.661730
142.565140 -11.302417 115.882050  31.244240 31.661730
156.732849 -10.024071 113.868187  31.244240 31.661730
143.107635 -12.567764 116.136551  31.244240 31.661730
141.267914 -10.031116 114.793228  30.726980 31.244240 31.661730
143.844421 -9.262635 112.793587  31.244240 31.661730
145.860413 -9.468888 114.530792  30.726980 31.244240 31.661730
149.848068 -10.321755 106.708832  30.726980 31.244240 31.661730
141.534439 -9.303638 113.170921  31.244240 31.661730
142.616638 -9.556355 115.926628  30.726980 31.244240 31.661730
142.374634 -9.700324 115.392517  31.244240 31.661730
145.398636 -12.169066 117.495255  31.244240 31.661730
158.047852 -11.113010 131.061722  28.866830 30.106560 30.726980 31.244240 31.661730
142.948898 -11.707366 116.015160  31.244240 31.661730
144.945374 -10.343156 117.470322  31.244240 31.661730
156.949478 -11.124888 116.333305  31.244240 31.661730
167.305099 -16.026014 117.275826  30.726980 31.244240 31.661730
142.774811 -10.540215 115.927040  30.726980 31.244240 31.661730
144.557953 -9.994658 117.677223  31.244240 31.661730
142.339706 -10.950042 115.127388  31.244240 31.661730
142.072052 -11.133354 115.148666  31.244240 31.661730
159.054123 -16.452551 129.035828  30.106560 30.726980 31.244240 31.661730
143.375153 -9.249399 112.686203  31.244240 31.661730
156.851120 -10.167391 119.718384  30.726980 31.244240 31.661730
156.068298 -9.978459 113.482208  31.244240 31.661730
143.455093 -11.558902 116.586334  30.726980 31.244240
143.146317 -12.544681 116.154442  30.726980 31.244240
145.684570 -14.151621 115.486923  30.726980 31.244240
145.230087 -9.063012 109.084923  30.726980 31.244240
143.597168 -13.100752 115.313828  30.726980 31.244240
144.488235 -12.797481 114.888184  30.726980 31.244240
144.626953 -9.048113 103.473663  30.726980 31.244240
144.347321 -8.862121 105.157433  30.726980 31.244240
143.585922 -9.782870 117.138458  30.726980 31.244240
142.194382 -8.962999 110.862640  30.726980 31.244240
140.435898 -11.870554 111.493813  30.726980 31.244240
139.072128 -11.520966 111.727310  30.726980 31.244240
138.940323 -12.055753 111.830948  30.726980 31.244240
138.747284 -11.233232 112.198639  30.726980 31.244240
143.223267 -10.932502 116.534584  30.726980 31.244240
144.774872 -9.039698 104.073364  30.726980 31.244240
157.270355 -10.144555 113.152634  30.106560 30.726980 31.244240
144.363007 -8.983750 104.819054  30.726980 31.244240
143.529083 -10.261673 116.877396  30.726980 31.244240
142.567764 -13.594214 114.785423  30.726980 31.244240
139.081589 -11.536961 111.762955  30.726980 31.244240
139.746414 -11.613724 111.300652  30.726980 31.244240
139.688370 -11.195511 111.294540  30.726980 31.244240
139.261246 -11.432845 111.444916  30.106560 31.244240
143.667816 -10.686240 116.376648  30.726980 31.244240
144.278656 -8.987583 104.749519  30.726980 31.244240
157.759857 -10.564349 118.694336  28.866830 30.106560 30.726980 31.244240
143.385605 -9.233408 112.696899  30.726980 31.244240
144.349564 -12.954054 115.152611  30.726980 31.244240
138.816986 -9.642920 112.344002  30.106560 30.726980 31.244240
140.432861 -11.876862 111.492012  30.726980 31.244240
139.627518 -11.176789 111.091606  30.726980 31.244240
140.358368 -11.356375 111.478973  30.726980 31.244240
141.234573 -9.584289 114.834900  30.726980 31.244240
141.215576 -9.853729 114.261223  30.726980 31.244240
138.812714 -9.663308 112.322281  30.726980 31.244240
139.622681 -11.174493 111.105064  30.726980 31.244240
157.387680 -10.122397 120.363647  28.866830 29.279330 30.106560 30.726980 31.244240
143.113983 -12.552211 116.126839  30.726980 31.244240
139.532822 -10.419258 113.000572  30.726980 31.244240
139.612625 -11.180523 111.146736  30.726980 31.244240
143.290955 -13.023602 114.821724  30.726980 31.244240
143.855804 -8.947227 107.052132  30.726980 31.244240
146.725494 -9.560980 115.382118  30.726980 31.244240
139.627716 -9.454597 112.686562  30.726980 31.244240
150.364365 -9.468252 112.596382  30.726980 31.244240
140.565170 -9.468201 114.650185  30.726980 31.244240
194.171753 -29.452782 167.220917  30.106560 30.726980 31.244240
141.240509 -10.021626 114.715210  30.106560 30.726980 31.244240
139.740540 -11.622289 111.287445  30.106560 30.726980 31.244240
138.896622 -12.087976 111.783127  30.726980 31.244240
143.497131 -10.249662 116.815628  30.726980 31.244240
139.132751 -10.457807 112.932472  30.726980 31.244240
138.315521 -10.280476 112.242363  30.726980 31.244240
149.536133 -10.352574 106.534203  30.726980 31.244240
139.374069 -10.557577 112.825706  30.726980 31.244240
149.089996 -9.505573 111.573952  30.726980 31.244240
143.252197 -11.046916 116.059608  30.106560 30.726980 31.244240
143.850128 -11.654667 117.806313  30.726980 31.244240
138.247559 -11.077444 111.979080  30.726980 31.244240
160.829132 -11.723376 121.268982  23.694540 24.422100 23.384670 31.244240
139.127106 -11.587246 111.643341  30.726980 31.244240
139.111801 -9.977729 112.560387  30.726980 31.244240
138.831787 -9.673554 112.377838  30.726980 31.244240
139.194565 -10.062046 112.812012  30.726980 31.244240
139.596207 -11.187096 111.165802  30.106560 30.726980 31.244240
151.755890 -9.741362 120.405869  30.726980 31.244240
158.261475 -10.204040 120.942314  30.106560 30.726980 31.244240
157.505234 -10.551355 118.441383  30.106560 30.726980
139.042984 -11.520528 111.661095  30.106560 30.726980
136.154648 -11.464631 109.876404  30.106560 30.726980
136.707428 -11.807799 109.990921  30.106560 30.726980
150.630112 -13.696733 101.055267  30.106560 30.726980
144.181946 -8.964320 107.359184  30.106560 30.726980
136.835724 -11.803641 110.063866  30.106560 30.726980
136.725845 -11.808712 109.997231  30.106560 30.726980
135.873444 -10.749248 109.587341  30.106560 30.726980
144.223190 -9.023744 101.610489  30.106560 30.726980
151.431839 -9.714375 119.066994  28.451340 29.279330 30.726980
139.260391 -11.439201 111.427139  29.279330 30.106560 30.726980
138.363525 -11.084441 112.313789  30.106560 30.726980
144.936264 -9.044722 101.035583  30.106560 30.726980
144.182053 -8.971264 107.357994  30.106560 30.726980
138.255676 -12.700478 110.694847  30.106560 30.726980
135.605362 -11.827770 110.936134  30.106560 30.726980
135.823532 -10.107879 109.753799  30.106560 30.726980
144.543213 -8.967916 107.649826  30.106560 30.726980
164.877884 -11.308604 120.506737  26.177790 24.935580 26.693580 27.107250 27.417420 28.037820 28.451340 30.106560 30.726980
142.631836 -9.197452 111.535690  30.106560 30.726980
136.513504 -11.009621 109.632919  30.106560 30.726980
135.842758 -11.890299 110.068398  30.106560 30.726980
135.876083 -10.832808 109.681664  30.106560 30.726980
139.953232 -9.413245 113.564369  30.106560 30.726980
141.089676 -8.791277 106.575470  30.106560 30.726980
194.221420 -25.652117 157.351303  28.037820 28.451340 28.866830 30.106560 30.726980
143.430176 -9.942077 115.618744  30.106560 30.726980
136.278442 -9.073935 109.007263  30.106560 30.726980
135.876846 -9.019940 108.750816  30.106560 30.726980
141.250641 -10.029160 114.803139  29.279330 30.106560 30.726980
174.920563 -15.096939 127.149147  24.422100 22.762490 23.176610 23.384670 28.451340 30.726980
138.505875 -10.606725 112.574471  30.106560 30.726980
136.094803 -10.503211 109.527374  30.106560 30.726980
136.765396 -9.582618 110.107025  30.106560 30.726980
137.154572 -10.282455 110.244614  30.106560 30.726980
144.325760 -8.964133 107.463127  30.106560 30.726980
144.888245 -9.055401 101.016701  30.106560 30.726980
151.728363 -9.946403 114.660347  28.037820 28.866830 30.106560 30.726980
143.121277 -8.847658 103.948334  30.106560 30.726980
135.985336 -10.184391 110.850899  30.106560 30.726980
135.853256 -11.915731 110.196495  30.106560 30.726980
139.269272 -10.080510 113.078766  30.106560 30.726980
144.781540 -9.053682 100.971001  30.106560 30.726980
144.173080 -8.833651 104.909798  29.279330 30.106560
190.233566 -21.776941 145.056061  28.866830 29.279330 30.106560
144.255020 -8.998284 102.232483  28.866830 30.106560
138.350555 -8.391602 98.528320  29.279330 30.106560
