-0.198309 1.527699 10.382841  0.311075 0.414692
-18.804193 -7.297063 105.467903  7.464167 8.086111 8.500847 8.293470
-18.191397 -0.928024 103.074387  6.427659 7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.811795 9.226512 8.500847 8.293470
-17.744772 -0.862625 98.669739  7.878754 7.671396 8.086111 8.811795 9.226512 8.500847 8.293470
-18.023296 -2.301091 102.357773  7.878754 7.464167 7.671396 8.086111 8.500847 8.293470
-17.996593 0.369013 90.579048  8.811795 9.226512 8.500847 8.293470
-10.167314 0.455104 79.779419  8.086111 8.500847 8.293470
-9.993157 0.474924 78.877296  8.086111 8.500847 8.293470
-9.597795 0.949962 80.351952  7.878754 8.086111 8.500847 8.293470
-9.986027 0.962258 80.323380  7.878754 8.086111 8.293470
-11.119473 0.084481 78.593788  8.086111 8.293470
-10.573573 0.735349 78.438721  7.878754 8.086111 8.293470
-10.664417 0.699151 78.412689  7.878754 8.086111 8.293470
-19.483727 -4.891846 93.483810  6.427659 7.153323 7.878754 6.842350 8.086111 8.811795 8.500847 8.293470
-19.687059 -4.691688 92.312370  7.878754 8.086111 8.811795 8.293470
-17.520771 -4.694107 95.309502  7.878754 7.671396 8.086111 8.811795 9.226512 8.500847 8.293470
-17.341604 -4.626468 94.133781  7.464167 8.086111 8.811795 9.226512 8.500847 8.293470
-24.812418 -3.679009 92.520325  7.878754 8.086111 8.293470
-24.945700 -4.727317 92.403351  7.153323 7.878754 7.671396 8.086111 8.293470
-23.006741 -3.749390 92.762001  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.811795 8.500847 8.293470
-25.331617 -0.750132 92.541908  7.878754 8.086111 8.293470
-25.022966 -1.955323 93.006035  7.153323 7.878754 8.086111 8.293470
-23.099941 -2.006304 93.329575  7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
-11.630935 -4.891816 101.984467  7.878754 7.464167 8.086111 8.293470
-17.416792 -0.705626 116.848518  8.811795 8.500847 8.293470
-15.966078 -2.973560 117.345093  7.153323 7.878754 7.464167 8.086111 8.811795 9.226512 8.500847 8.293470
-14.426641 -3.024704 100.917885  7.671396 8.086111 9.226512 8.500847 8.293470
-18.322205 -3.787200 106.742874  7.153323 7.878754 6.842350 7.671396 8.086111 8.500847 8.293470
-17.271278 -4.847974 136.856308  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.500847 8.293470
-22.171608 -0.873930 92.793930  8.086111 8.811795 8.500847 8.293470
-22.390203 -0.772141 92.211815  7.464167 8.500847 8.293470
2.745874 -0.293991 93.201622  8.086111 8.811795 8.500847 8.293470
1.670337 -2.799996 83.498932  8.086111 8.500847 8.293470
5.815897 -4.671751 94.804482  7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
5.791167 -4.711138 94.892998  7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
3.830140 -1.677025 96.904648  8.086111 8.500847 8.293470
3.094155 -2.236041 95.217583  7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
-1.500110 0.546152 91.469818  8.811795 8.500847 8.293470
-5.109538 0.725809 88.461754  8.086111 9.226512 8.500847 8.293470
-3.984696 0.898979 80.361366  7.878754 8.500847 8.293470
-4.477077 0.866215 78.790886  7.878754 8.086111 8.293470
0.216742 -4.169190 97.715836  7.878754 7.671396 8.086111 8.500847 8.293470
0.046750 -5.589270 99.399170  7.878754 8.811795 8.500847 8.293470
1.263351 -4.485395 94.862617  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.811795 8.500847 8.293470
-0.537732 -7.472853 110.930122  7.878754 7.671396 8.086111 8.500847 8.293470
-5.717193 -5.789325 124.706635  4.457940 4.976146 4.665293 7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.500847 8.293470
-1.888293 -0.841993 104.795509  8.500847 8.293470
-7.669758 0.842371 85.430191  8.811795 8.500847 8.293470
-6.536357 0.797956 85.371384  7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
-7.258758 0.698480 95.695358  8.086111 8.811795 9.226512 8.293470
-7.179452 0.911180 80.357780  8.086111 8.500847 8.293470
-6.598542 0.867553 80.916130  8.086111 8.500847 8.293470
-8.057601 0.860640 83.788292  8.500847 8.293470
-5.757892 0.810615 80.855682  8.086111 8.500847 8.293470
-15.221617 0.748629 93.283691  7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
-8.788444 0.947935 80.991402  7.878754 8.086111 8.500847 8.293470
-8.579413 0.889701 83.908783  7.878754 8.811795 8.500847 8.293470
-26.664904 -13.312218 191.570236  8.811795 8.500847 8.293470
-17.713614 -4.733425 97.661758  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.811795 9.226512 8.500847 8.293470
-17.801041 -0.867189 98.696594  8.811795 8.500847 8.293470
-17.684029 0.346811 90.436218  7.878754 8.086111 8.811795 9.226512 8.500847 8.293470
-17.356565 0.946821 94.107277  8.811795 8.500847 8.293470
-16.446629 0.943266 90.913322  8.811795 9.226512 8.500847 8.293470
-10.161364 0.453252 79.767944  8.500847 8.293470
-9.987225 0.470506 78.845634  7.671396 8.086111 8.500847 8.293470
-9.483610 0.985267 79.610535  7.878754 8.086111 8.293470
-9.950511 0.959146 80.276207  8.500847 8.293470
-22.742170 -0.322881 93.407906  8.086111 8.811795 8.500847 8.293470
-10.474916 0.749592 78.361641  8.086111 8.293470
-10.184171 0.413808 78.701797  7.878754 8.086111 8.500847 8.293470
-20.168695 -3.976770 93.321609  7.153323 7.464167 6.842350 8.811795 9.226512 8.500847 8.293470
-16.841608 -0.970566 90.180595  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.811795 8.500847 8.293470
-18.544039 -1.220603 90.936775  7.153323 7.464167 7.671396 9.226512 8.293470
-17.152018 -2.063089 90.554871  7.878754 7.671396 8.086111 8.500847 8.293470
-20.002544 -2.082247 92.916145  7.878754 7.464167 7.671396 8.086111 8.293470
-17.147245 -1.956321 92.413330  7.878754 7.464167 7.671396 8.086111 8.811795 9.226512 8.500847 8.293470
-25.906063 -3.852719 93.705154  7.878754 8.086111 8.293470
-23.006746 -4.777116 92.721382  6.427659 7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
-24.298780 -2.345395 92.524033  7.671396 8.086111 8.293470
-21.243603 -1.985054 92.680252  8.086111 8.811795 8.500847 8.293470
-15.000681 -3.610761 101.262566  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.811795 8.500847 8.293470
-4.015952 0.841728 80.129501  7.878754 8.293470
1.454767 -4.663904 95.456543  7.878754 6.842350 7.671396 8.811795 8.500847 8.293470
-7.111572 0.859099 80.132492  8.086111 8.293470
-8.076372 0.868145 83.792587  7.878754 8.086111 8.293470
-19.482029 -4.874849 93.407272  6.427659 7.878754 6.842350 7.671396 8.086111 8.293470
-11.120352 0.084380 78.583122  8.086111 8.293470
-22.954580 -3.748320 92.664162  7.153323 7.878754 7.671396 8.086111 8.500847 8.293470
-23.026596 -4.774422 92.633469  6.427659 7.153323 7.878754 7.464167 7.671396 8.086111 8.293470
-5.560932 0.797632 83.725029  8.811795 8.500847 8.293470
-17.526031 -4.568068 95.055855  6.842350 8.086111 9.226512 8.293470
-17.241098 -4.911724 93.100792  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.500847 8.293470
-10.210258 0.411886 78.743095  7.878754 7.671396 8.086111 8.293470
-1.058183 -7.166862 117.316551  8.086111 8.811795 9.226512 8.293470
-9.340424 0.955642 83.803474  7.878754 8.086111 8.500847 8.293470
-5.166027 0.778608 85.664192  7.878754 8.086111 8.811795 9.226512 8.500847 8.293470
2.915337 -4.203677 94.929596  7.878754 8.086111 8.811795 9.226512 8.500847 8.293470
-9.644740 0.961171 80.434464  7.878754 8.086111 8.500847 8.293470
-9.737745 1.034162 81.992844  7.878754 7.671396 8.086111 8.500847 8.293470
-6.498708 0.781616 85.148445  7.878754 7.464167 8.086111 8.811795 8.500847 8.293470
-13.696608 0.041565 92.436493  7.671396 8.086111 8.811795 9.226512 8.500847 8.293470
-17.476999 0.367451 96.834373  7.878754 7.671396 8.086111 8.811795 8.500847 8.293470
3.164555 -1.626273 94.992744  7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
-21.441999 -1.176946 92.690521  7.153323 7.464167 6.842350 7.671396 8.293470
-23.009844 -2.004424 93.137329  7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
-18.568583 -6.862065 102.274750  6.427659 7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 8.293470
-10.148638 0.438026 79.745613  7.878754 8.086111 8.500847 8.293470
-10.063642 0.471636 78.935272  8.500847 8.293470
-13.997423 -6.718712 118.551659  7.878754 7.464167 7.671396 8.086111 8.500847 8.293470
-8.320807 0.876161 85.178833  7.464167 7.671396 8.086111 8.811795 9.226512 8.500847 8.293470
-13.209581 -0.251843 116.018456  7.878754 7.464167 7.671396 8.811795 8.500847 8.293470
-17.244438 -1.350661 93.301910  6.427659 7.153323 6.842350 8.086111 8.811795 9.226512 8.500847 8.293470
-17.257351 -2.196145 95.910110  7.153323 7.878754 7.464167 8.086111 9.226512 8.500847 8.293470
-20.154316 -2.077662 93.169472  6.427659 7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.293470
-22.102427 -0.451682 90.973038  7.878754 7.671396 8.086111 8.500847 8.293470
-24.800779 -1.015518 92.942841  7.153323 7.878754 7.671396 8.086111 8.293470
-23.716919 -2.424279 93.057343  8.086111 8.500847 8.293470
-25.209333 -1.948290 93.251366  7.153323 7.878754 7.671396 8.086111 8.293470
-15.866024 -3.751262 120.193184  6.427659 7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.811795 8.500847 8.293470
-15.842267 -2.863981 116.802292  6.427659 7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.500847 8.293470
-2.324898 0.823377 82.075218  7.878754 8.086111 8.293470
-0.318100 -5.195189 97.430664  7.878754 7.464167 8.086111 8.293470
-23.027136 -4.768222 92.671440  6.427659 7.153323 7.878754 7.464167 7.671396 8.086111 8.293470
-25.115311 -4.787481 92.744003  7.153323 7.878754 7.464167 7.671396 8.086111 8.293470
-10.187678 0.407950 78.704475  7.878754 7.671396 8.086111 8.500847 8.293470
-24.906174 -0.189056 93.285744  7.878754 7.671396 8.293470
-1.370806 0.591951 91.885864  7.878754 7.464167 7.671396 8.500847 8.293470
-9.871275 0.941640 81.676727  7.153323 7.878754 7.464167 8.086111 8.500847 8.293470
-9.670074 0.952259 80.523262  7.153323 7.878754 6.842350 8.086111 8.293470
-9.610208 1.017276 79.845116  7.878754 8.086111 8.293470
5.835262 -1.656724 94.609200  8.811795 9.226512 8.500847 8.293470
6.212546 -3.070310 95.297318  8.811795 9.226512 8.500847 8.293470
-4.476389 0.787410 87.059143  6.427659 7.878754 7.464167 6.842350 7.671396 8.500847 8.293470
-18.563181 -6.881617 106.083496  7.153323 7.878754 8.086111 8.811795 8.500847 8.293470
-5.157230 0.773338 85.559395  7.878754 7.671396 8.086111 8.811795 8.500847 8.293470
0.656947 -0.047260 92.583977  8.811795 9.226512 8.500847 8.293470
1.252473 -2.913354 94.610191  7.153323 8.811795 8.500847 8.293470
0.892807 -2.069211 94.079956  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.811795 8.293470
-14.200274 0.031334 93.604446  7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
-9.060493 0.825394 88.871262  8.811795 9.226512 8.500847 8.293470
-10.098982 0.444143 79.697945  8.500847 8.293470
-10.043364 0.470256 78.908012  7.878754 7.671396 8.086111 8.500847 8.293470
2.223061 0.185815 91.590782  8.811795 8.293470
-18.778173 -7.182422 105.369591  7.464167 7.671396 8.086111 8.293470
-17.657684 -4.683415 96.879692  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.293470
-11.142199 -6.321856 104.156967  6.427659 7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.293470
-12.031452 -6.006476 99.715302  6.427659 7.878754 6.842350 7.671396 8.086111 8.293470
-22.412577 -0.775902 93.670143  6.427659 7.153323 7.878754 7.464167 6.842350 7.671396 8.811795 8.500847 8.293470
-24.817480 -1.019666 93.015060  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.293470
-17.444628 -0.873631 97.795547  7.878754 7.671396 8.086111 8.293470
-17.366129 -0.571040 93.918480  7.153323 7.464167 7.671396 9.226512 8.293470
-16.980993 -1.245422 93.120148  7.671396 8.811795 8.500847 8.293470
-16.862255 -0.979199 90.187202  7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 9.226512 8.500847 8.293470
-20.130705 -2.094812 93.150475  6.427659 7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.293470
-10.628921 0.704118 78.364502  7.878754 8.086111 8.293470
-4.035129 0.850866 80.256493  7.878754 8.086111 8.293470
-6.655165 0.766904 86.797241  7.153323 7.878754 7.464167 6.842350 8.500847 8.293470
-0.163021 0.112175 87.847847  8.086111 8.500847 8.293470
-4.587230 0.872845 89.834190  7.878754 7.464167 7.671396 8.293470
-10.479216 0.999896 80.329475  7.878754 8.086111 8.500847 8.293470
-9.755901 0.611018 78.902206  8.086111 8.500847 8.293470
-10.112153 0.432400 79.703621  7.878754 8.086111 8.293470
-10.068835 0.469537 78.903915  7.153323 7.878754 7.464167 7.671396 8.293470
-3.642378 0.684784 96.459549  7.671396 8.086111 8.811795 8.293470
-3.238547 -0.399163 97.616524  8.811795 8.500847 8.293470
-17.268637 -3.580347 95.062035  6.842350 8.086111 8.811795 9.226512 8.500847 8.293470
-17.858183 0.430076 90.542198  8.811795 8.500847 8.293470
6.473082 -1.739046 95.980949  8.811795 8.500847 8.293470
-1.845161 -0.894964 106.081154  7.153323 7.671396 8.086111 9.226512 8.500847 8.293470
-19.269911 -0.160297 91.018250  7.878754 8.086111 8.293470
-17.698826 -4.678784 101.910690  7.878754 8.086111 8.811795 9.226512 8.500847 8.293470
-18.799456 -7.043684 106.711914  7.153323 7.878754 8.086111 8.293470
-15.457388 0.762395 94.005241  8.500847 8.293470
-17.300062 0.030186 97.439301  7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 9.226512 8.500847 8.293470
-22.836454 -2.373808 93.352394  7.153323 7.878754 7.464167 7.671396 8.086111 8.500847 8.293470
-17.920841 -1.954305 103.835411  6.427659 7.464167 9.226512 8.293470
-17.770546 -0.866703 98.470200  8.086111 8.811795 8.500847 8.293470
-17.570827 -2.228605 97.741570  7.153323 7.878754 7.464167 8.086111 8.811795 9.226512 8.500847 8.293470
-24.744993 -1.038646 92.978722  7.153323 7.878754 7.464167 7.671396 8.086111 8.293470
1.883407 0.396683 92.790611  9.226512 8.293470
-19.730461 -0.534312 92.986130  7.878754 7.671396 8.086111 8.500847 8.293470
-20.090914 -2.085262 93.151062  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.293470
-14.309575 -2.467646 101.437698  6.427659 7.153323 7.878754 7.464167 6.842350 7.671396 8.293470
-14.920817 -2.794909 106.957054  7.878754 8.086111 8.500847 8.293470
-9.801912 0.410895 78.468796  8.086111 8.293470
-10.593082 0.812779 78.442612  7.878754 8.293470
-8.151198 0.824421 84.872383  7.878754 7.671396 8.086111 8.811795 8.293470
1.244945 -4.382976 94.624435  7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.811795 8.293470
0.200256 -4.266721 97.561333  7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 9.226512 8.500847 8.293470
-2.455603 0.790829 81.825340  7.878754 6.842350 7.671396 8.086111 8.293470
2.927892 -4.579026 94.669075  7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
-2.243957 0.423172 79.101120  7.878754 8.086111 8.293470
-0.898906 -7.287607 117.252304  7.153323 7.878754 7.464167 7.671396 8.086111 8.293470
-21.994442 -1.800008 92.673958  8.086111 8.500847 8.293470
-17.105419 -3.505764 94.763512  7.464167 8.500847 8.293470
-17.647097 -4.678959 96.795372  6.427659 7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.293470
-4.547806 0.657781 101.807014  7.878754 7.464167 7.671396 8.086111 8.811795 9.226512 8.500847 8.293470
-18.480171 -0.282040 90.506943  6.427659 7.153323 7.464167 6.842350 7.671396 8.293470
-22.214029 -0.278375 92.909782  7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
-14.213399 -3.569602 103.162277  7.878754 6.842350 7.671396 8.086111 8.811795 9.226512 8.293470
-17.801441 -3.128904 98.684753  7.878754 6.842350 8.086111 8.500847 8.293470
-17.863806 -1.619821 103.479271  7.153323 7.464167 7.671396 8.811795 9.226512 8.293470
-17.999220 -2.249454 105.189926  7.464167 7.671396 8.293470
1.694519 0.263148 90.818329  8.086111 8.811795 8.500847 8.293470
-17.347990 -0.285355 93.832680  7.153323 7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
-14.450783 -0.029014 94.503525  7.878754 7.464167 7.671396 8.086111 8.500847 8.293470
-17.473461 0.041054 97.743477  7.878754 7.464167 7.671396 8.086111 8.811795 8.500847 8.293470
-16.897738 -1.638649 92.719475  7.878754 7.671396 8.086111 8.293470
2.062394 -0.773768 92.774651  8.500847 8.293470
3.402049 -2.448444 95.758286  7.878754 7.671396 8.086111 8.500847 8.293470
2.561864 -2.473773 95.040260  7.878754 7.464167 7.671396 8.086111 8.811795 8.293470
-23.346712 -0.450066 92.131866  7.878754 7.464167 7.671396 8.086111 8.293470
-22.939516 -2.397218 93.370918  7.153323 7.878754 7.464167 7.671396 8.086111 8.500847 8.293470
-20.229900 -0.488057 93.618988  7.878754 7.464167 7.671396 8.086111 8.293470
-16.168619 -2.042088 90.379524  7.153323 7.878754 7.464167 7.671396 9.226512 8.293470
-20.005215 -2.050262 93.130516  6.427659 7.153323 7.878754 7.464167 6.842350 7.671396 8.086111 8.293470
-14.735298 -4.290903 119.202293  7.878754 7.464167 7.671396 8.086111 8.811795 9.226512 8.293470
-16.336113 -0.969555 111.447517  7.878754 7.671396 8.086111 8.293470
-15.450512 -0.676723 101.518478  7.878754 7.671396 8.086111 8.500847 8.293470
-22.961990 -3.779507 92.621201  7.878754 7.671396 8.086111 8.500847 8.293470
-10.033799 0.407298 78.788353  7.878754 7.464167 7.671396 8.293470
-9.538850 0.894947 80.523788  7.153323 7.464167 7.671396 8.293470
-8.139031 0.815317 84.928848  7.153323 7.878754 7.464167 7.671396 8.500847 8.293470
-1.135594 -2.273401 94.339767  7.878754 7.464167 7.671396 8.086111 8.293470
1.442115 -4.466852 95.410179  7.153323 7.671396 8.086111 8.293470
0.273481 -4.306751 97.922562  7.464167 7.671396 8.086111 8.811795 8.293470
-2.423581 -0.207620 93.629517  7.878754 7.464167 6.842350 7.671396 8.086111 8.500847 8.293470
-2.110768 -0.363484 95.715675  7.153323 7.464167 8.293470
-6.858336 0.850870 84.774750  8.811795 8.500847
-6.443755 0.753657 87.606575  8.811795 9.226512 8.500847
-6.427736 0.782771 85.234291  8.811795 9.226512 8.500847
-8.375682 0.897359 85.229942  8.811795 9.226512 8.500847
-17.261728 0.364365 96.386032  7.878754 8.086111 8.811795 8.500847
-18.623718 -3.854926 103.884850  8.811795 9.226512 8.500847
-16.548786 -2.189458 91.463676  8.086111 8.811795 9.226512 8.500847
6.103915 -1.474979 93.753418  8.811795 8.500847
-17.630424 -1.886059 90.897598  8.811795 8.500847
-19.433334 -1.104823 120.620583  8.086111 8.811795 9.226512 8.500847
-13.165399 -4.089360 110.996132  7.464167 7.671396 8.086111 8.811795 8.500847
-1.588913 0.757574 82.239578  8.811795 8.500847
-7.629394 0.837732 85.417152  8.811795 9.226512 8.500847
-8.036887 0.872820 83.763748  8.811795 8.500847
-11.653829 0.978508 90.124908  8.811795 8.500847
-9.194400 0.958122 82.990250  8.811795 8.500847
-9.734341 0.998777 82.123978  8.811795 8.500847
-19.446764 -3.857375 93.556557  7.153323 7.878754 7.671396 8.086111 8.811795 9.226512 8.500847
-22.805279 -2.439010 93.226372  7.153323 8.086111 8.811795 8.500847
-12.609329 0.144892 105.025871  7.878754 8.086111 8.811795 8.500847
-11.569935 -5.948437 100.989510  8.811795 9.226512 8.500847
-18.417175 -3.812020 103.367447  7.878754 8.811795 8.500847
-16.561815 -2.188129 91.474854  8.086111 8.811795 9.226512 8.500847
-17.719505 0.612213 90.391975  8.811795 9.226512 8.500847
-17.364220 -1.883560 90.520462  8.811795 9.226512 8.500847
-17.593473 -0.707239 117.769562  8.086111 8.811795 8.500847
-11.394200 0.369704 92.449051  8.811795 9.226512 8.500847
0.696109 -2.127757 97.842819  8.086111 9.226512 8.500847
-8.102160 0.882187 83.924294  8.811795 8.500847
-9.764526 1.003753 82.172615  8.811795 8.500847
-16.769373 -0.977847 90.105202  7.878754 7.671396 8.086111 8.811795 9.226512 8.500847
-17.937563 -2.222831 93.006836  8.811795 9.226512 8.500847
-16.886824 -1.651716 89.225594  8.811795 8.500847
-17.346951 -2.328222 90.311501  7.153323 7.878754 7.464167 7.671396 8.500847
-23.969173 -0.961725 92.661629  7.878754 7.671396 8.086111 8.500847
-11.854413 0.208348 95.975990  6.427659 7.153323 7.878754 8.086111 8.811795 9.226512 8.500847
-21.928757 -0.615251 93.241158  7.878754 7.671396 8.086111 8.811795 8.500847
-5.519073 0.829749 83.037224  8.811795 8.500847
0.062525 -5.171011 95.408630  7.878754 8.811795 8.500847
-7.197459 0.685027 95.008003  9.226512 8.500847
-17.747227 -4.736571 99.793999  7.153323 7.878754 7.671396 8.086111 9.226512 8.500847
-19.064880 -7.443974 106.111816  7.878754 7.671396 8.500847
-17.189764 -0.167918 91.133141  7.878754 8.086111 8.811795 8.500847
-17.543987 1.167686 88.700233  8.811795 8.500847
-9.998454 0.669274 78.693924  8.086111 8.500847
-23.832657 -3.782955 93.028282  7.671396 8.086111 8.500847
-21.939825 -0.660427 93.281410  8.811795 8.500847
-20.361380 -0.457114 90.929283  8.811795 8.500847
-16.290287 -3.928379 104.604698  8.086111 8.811795 8.500847
-16.678648 -2.021628 88.903679  8.811795 8.500847
-12.310854 0.066748 93.175079  8.086111 8.811795 8.500847
-9.200618 0.885496 82.803947  8.811795 8.500847
-7.086961 0.856155 80.042717  8.086111 8.500847
-8.856032 0.879364 84.202698  8.086111 8.811795 8.500847
-17.098774 -0.187579 90.926659  7.878754 7.671396 8.086111 8.500847
-19.437059 1.051262 90.147942  8.811795 8.500847
-9.930874 0.697909 79.126663  8.086111 8.500847
-14.283882 -0.353204 130.096436  7.878754 7.671396 8.086111 9.226512 8.500847
-3.377735 0.693440 94.968521  7.153323 7.878754 7.464167 6.842350 7.671396 8.500847
-6.495426 0.780159 87.967316  7.878754 9.226512 8.500847
-9.882585 0.958860 81.872261  7.878754 8.086111 8.500847
-17.496355 -0.872825 96.314445  8.811795 9.226512 8.500847
-12.185355 -0.186117 93.506332  8.811795 8.500847
-17.021851 -0.571493 91.512611  8.811795 9.226512 8.500847
-8.867695 0.973131 81.174934  7.878754 7.671396 8.086111 8.500847
2.408355 -4.575454 94.178833  7.878754 8.086111 8.500847
5.445070 -2.271458 94.220222  7.464167 8.811795 9.226512 8.500847
-17.386803 -0.210442 93.949524  7.878754 7.464167 7.671396 8.086111 8.811795 8.500847
-11.435401 -4.525012 99.626038  7.153323 7.878754 7.464167 6.842350 7.671396 8.500847
2.123434 -2.132343 93.655594  8.811795 9.226512 8.500847
3.207667 0.503687 94.741737  8.811795 8.500847
-11.279456 0.620324 91.759743  7.153323 7.464167 6.842350 7.671396 8.500847
-22.808075 -2.400073 93.452240  7.153323 7.878754 7.464167 8.086111 8.811795 8.500847
-18.659689 -7.002383 108.695602  4.976146 7.878754 7.464167 7.671396 8.086111 8.500847
-11.809919 0.532424 105.647026  7.878754 7.464167 8.086111 8.500847
-17.919020 1.009039 90.773941  8.811795 9.226512 8.500847
-11.945973 0.720722 96.637192  7.878754 7.464167 7.671396 8.500847
-15.213634 0.514339 92.948372  8.811795 9.226512 8.500847
-21.380615 -1.155393 92.214882  7.153323 7.464167 6.842350 8.086111 8.500847
-17.249472 -1.869332 90.411407  8.811795 9.226512 8.500847
-17.942760 -0.548078 108.077812  7.153323 7.464167 7.671396 8.500847
-15.004633 -2.562079 106.282127  8.811795 9.226512 8.500847
8.205317 -1.600676 98.076416  8.811795 9.226512 8.500847
-18.239521 0.981147 91.147217  8.811795 8.500847
-18.039885 -4.703380 103.815056  9.226512 8.500847
1.947211 -0.893338 83.968079  7.878754 8.086111 8.500847
-18.723475 -1.306867 90.991905  7.671396 8.811795 8.500847
-17.029337 -0.951663 92.463493  8.086111 8.811795 8.500847
-16.571514 -0.460708 99.948647  8.086111 8.500847
-17.232759 -1.075274 99.521545  8.811795 9.226512 8.500847
1.102981 0.330932 91.930077  8.811795 8.500847
-19.869295 -0.052333 93.111572  7.464167 8.811795 9.226512
-16.699097 -2.144050 91.448212  8.811795 9.226512
-10.164308 -5.849988 101.830788  8.811795 9.226512
-13.609821 -3.927104 170.621094  7.464167 6.842350 9.226512
-7.634810 0.841366 85.464691  8.811795 9.226512
-9.000739 0.925550 84.507202  8.811795 9.226512
-16.513681 0.689881 93.347679  8.811795 9.226512
-16.944811 -0.536446 91.462250  8.811795 9.226512
-17.344164 -2.894740 95.182434  7.671396 8.086111 8.811795 9.226512
-18.087851 -1.287189 103.808899  8.086111 9.226512
-0.013738 -4.125942 95.151512  8.811795 9.226512
-9.052383 0.961756 84.683731  8.811795 9.226512
-8.032392 0.874864 85.286743  8.811795 9.226512
-8.359630 0.885121 85.161697  8.811795 9.226512
-13.708224 1.027222 88.382416  8.811795 9.226512
1.994672 -2.305010 93.725746  8.811795 9.226512
-16.921227 -1.710142 92.552620  8.811795 9.226512
-17.014521 -1.814431 92.388023  8.811795 9.226512
1.048831 0.410300 92.378990  8.811795 9.226512
-4.411994 0.748363 85.967224  8.811795 9.226512
-6.435724 0.779455 85.192383  8.811795 9.226512
-8.977226 0.919842 84.481194  8.811795 9.226512
-15.129873 0.502802 92.957794  8.811795 9.226512
-9.837583 0.964624 84.779701  8.811795 9.226512
-13.975426 1.066203 88.655388  8.811795 9.226512
-17.736555 -2.079625 91.485054  8.811795 9.226512
-6.811612 0.830115 84.732933  8.811795 9.226512
-14.545098 1.167052 89.436653  8.811795 9.226512
-7.984852 0.829350 85.026520  8.811795 9.226512
-17.112118 0.532008 94.544136  8.811795 9.226512
-19.567221 -1.665808 150.192886  7.878754 7.671396 8.086111 9.226512
-5.168272 0.810904 85.911789  8.811795 9.226512
-4.392779 0.791603 86.370224  8.811795 9.226512
-4.375493 0.563013 99.602280  8.811795 9.226512
-17.373884 0.552265 94.937637  8.811795 9.226512
-17.873249 -2.076828 91.731834  8.811795 9.226512
-16.970087 0.893810 90.391388  8.811795 9.226512
0.473180 -1.418249 94.740532  3.006768 4.043107 4.457940 4.250460 3.835871 6.842350 9.226512
-16.790956 -0.863262 91.222610  7.878754 7.464167 7.671396 8.086111 8.811795 9.226512
-4.403913 0.772486 86.271614  8.811795 9.226512
5.059581 0.075737 94.089493  8.811795 9.226512
-2.907279 -0.200697 92.538101  7.153323 7.878754 9.226512
-16.655289 0.615936 93.750504  8.811795 9.226512
-30.878151 -4.797847 298.778961  6.427659 8.086111 8.811795 9.226512
-16.746496 -2.078641 91.362473  8.811795 9.226512
-14.004276 0.676250 93.050552  7.671396 8.086111 8.811795
4.266707 -4.654915 94.984894  7.671396 8.811795
-12.848248 -4.558006 97.900848  7.878754 7.671396 8.086111 8.811795
-18.410976 -6.626575 102.492699  6.427659 7.464167 6.842350 8.811795
-8.026930 0.835576 84.949318  7.878754 8.811795
